epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,819.964,1.10763,0.97403,1.35796,0.93266,0.7802,0.78148,0.57455,0.98621,0.57929,1.43599,0.0096832,0.0096832,0.0096832
18,868.758,1.09636,0.93445,1.34923,0.91785,0.77265,0.79289,0.58567,0.94507,0.61174,1.37403,0.0096634,0.0096634,0.0096634
19,917.299,1.09206,0.94601,1.34725,0.92998,0.79109,0.79912,0.5759,0.98728,0.61295,1.39329,0.0096436,0.0096436,0.0096436
20,965.933,1.08712,0.9353,1.32895,0.9322,0.78084,0.80071,0.5853,0.96553,0.5789,1.39504,0.0096238,0.0096238,0.0096238
21,1014.61,1.06292,0.88569,1.31865,0.94233,0.78704,0.7948,0.5816,0.98656,0.55345,1.4002,0.009604,0.009604,0.009604
22,1063.17,1.07298,0.89353,1.32464,0.95003,0.77651,0.79292,0.5849,0.97757,0.57453,1.39314,0.0095842,0.0095842,0.0095842
23,1111.97,1.0895,0.89442,1.3375,0.92742,0.78447,0.77514,0.57402,0.9663,0.56758,1.38988,0.0095644,0.0095644,0.0095644
24,1160.49,1.07994,0.89386,1.32133,0.94495,0.79214,0.80078,0.5912,0.96492,0.6015,1.38689,0.0095446,0.0095446,0.0095446
25,1209.08,1.07678,0.88466,1.32357,0.9544,0.76794,0.79567,0.58162,0.96466,0.5641,1.38305,0.0095248,0.0095248,0.0095248
26,1257.48,1.05179,0.89114,1.31342,0.93788,0.77584,0.78725,0.58077,0.94093,0.56531,1.37047,0.009505,0.009505,0.009505
27,1306.23,1.05064,0.85158,1.30216,0.94449,0.78097,0.79208,0.58617,0.95666,0.54009,1.36169,0.0094852,0.0094852,0.0094852
28,1354.77,1.04438,0.86622,1.30208,0.94624,0.78868,0.79884,0.58988,0.92289,0.55019,1.37287,0.0094654,0.0094654,0.0094654
29,1403.19,1.03744,0.82742,1.30163,0.93041,0.79537,0.80071,0.58573,0.94932,0.53209,1.36836,0.0094456,0.0094456,0.0094456
30,1451.95,1.02843,0.83625,1.29728,0.9429,0.76851,0.78584,0.57888,0.97102,0.56242,1.37696,0.0094258,0.0094258,0.0094258
31,1500.39,1.04916,0.81805,1.31858,0.95332,0.79389,0.80263,0.58197,0.97132,0.52981,1.38017,0.009406,0.009406,0.009406
32,1549.18,1.02471,0.79931,1.29272,0.93782,0.79408,0.79785,0.58743,0.97036,0.51895,1.37393,0.0093862,0.0093862,0.0093862
33,1597.63,1.01445,0.78754,1.28762,0.92992,0.79619,0.80297,0.59587,0.94393,0.50471,1.37043,0.0093664,0.0093664,0.0093664
34,1646.37,1.03938,0.8109,1.29643,0.94644,0.79065,0.80353,0.59063,0.95499,0.51593,1.34024,0.0093466,0.0093466,0.0093466
35,1695.33,1.00527,0.80676,1.27602,0.95427,0.79265,0.7973,0.60039,0.9428,0.50861,1.34357,0.0093268,0.0093268,0.0093268
36,1744.04,1.03721,0.80899,1.29947,0.95565,0.77816,0.80306,0.5936,0.92869,0.50684,1.34646,0.009307,0.009307,0.009307
37,1792.68,1.01548,0.7879,1.27415,0.94438,0.79541,0.79833,0.59643,0.9482,0.52182,1.34795,0.0092872,0.0092872,0.0092872
38,1841.33,1.03192,0.79732,1.28056,0.95552,0.79796,0.8063,0.60678,0.90471,0.47829,1.33799,0.0092674,0.0092674,0.0092674
39,1890.15,1.00894,0.77882,1.28786,0.93161,0.80488,0.80308,0.5918,0.9631,0.50991,1.3579,0.0092476,0.0092476,0.0092476
40,1938.67,1.00615,0.75513,1.26995,0.95581,0.78813,0.79794,0.59969,0.90398,0.50544,1.32242,0.0092278,0.0092278,0.0092278
41,1986.98,0.99252,0.7369,1.26036,0.93699,0.79784,0.79815,0.59644,0.90898,0.50765,1.33329,0.009208,0.009208,0.009208
42,2035.73,1.01324,0.76313,1.28843,0.943,0.79296,0.80437,0.60043,0.93935,0.47439,1.35926,0.0091882,0.0091882,0.0091882
43,2084.26,1.01617,0.78905,1.28569,0.95412,0.78978,0.80315,0.5962,0.92491,0.4871,1.34592,0.0091684,0.0091684,0.0091684
44,2132.75,1.02272,0.77197,1.28074,0.95034,0.78788,0.79767,0.60952,0.89037,0.48223,1.30501,0.0091486,0.0091486,0.0091486
45,2181.47,0.98212,0.74478,1.26633,0.94771,0.79621,0.80123,0.60354,0.92017,0.48205,1.33456,0.0091288,0.0091288,0.0091288
46,2230.3,0.99392,0.74318,1.27094,0.95202,0.78999,0.80164,0.60563,0.91426,0.48936,1.32674,0.009109,0.009109,0.009109
47,2278.85,0.97989,0.73846,1.25987,0.94788,0.79576,0.80766,0.60814,0.93412,0.4847,1.33391,0.0090892,0.0090892,0.0090892
48,2327.37,0.98422,0.7377,1.27053,0.94875,0.80114,0.79934,0.60612,0.89807,0.46411,1.323,0.0090694,0.0090694,0.0090694
49,2376.01,0.99854,0.75038,1.2677,0.95605,0.80514,0.80721,0.60576,0.90007,0.45434,1.29924,0.0090496,0.0090496,0.0090496
50,2424.77,0.9848,0.71291,1.26091,0.94381,0.80842,0.80984,0.61844,0.8987,0.44389,1.31036,0.0090298,0.0090298,0.0090298
51,2474.55,0.98252,0.7116,1.25775,0.94463,0.79626,0.80127,0.60922,0.90483,0.47805,1.32494,0.00901,0.00901,0.00901
52,2523.28,0.97574,0.70825,1.24803,0.96028,0.796,0.80258,0.60877,0.87579,0.45779,1.31273,0.0089902,0.0089902,0.0089902
53,2572.11,0.95828,0.70522,1.23994,0.95605,0.78923,0.79222,0.59531,0.91493,0.50021,1.33232,0.0089704,0.0089704,0.0089704
54,2622.35,0.96855,0.71552,1.24901,0.94928,0.80167,0.80256,0.6073,0.90052,0.45278,1.31412,0.0089506,0.0089506,0.0089506
55,2671.31,0.96226,0.69803,1.2433,0.93568,0.78909,0.79684,0.60951,0.88576,0.47346,1.30605,0.0089308,0.0089308,0.0089308
56,2719.76,0.97497,0.69934,1.24482,0.94627,0.80018,0.80808,0.60792,0.91883,0.46753,1.33221,0.008911,0.008911,0.008911
57,2768.39,0.95682,0.71278,1.23829,0.96768,0.78278,0.80323,0.59504,0.96355,0.48303,1.36429,0.0088912,0.0088912,0.0088912
58,2816.99,0.94778,0.68763,1.24241,0.95807,0.79339,0.80275,0.60456,0.89518,0.45431,1.31408,0.0088714,0.0088714,0.0088714
59,2865.63,0.97235,0.70401,1.24379,0.94831,0.78975,0.80602,0.61471,0.87662,0.46432,1.30884,0.0088516,0.0088516,0.0088516
60,2914.38,0.93946,0.65715,1.23251,0.95495,0.78984,0.79914,0.60851,0.89923,0.48051,1.31076,0.0088318,0.0088318,0.0088318
61,2963.07,0.95939,0.66935,1.23824,0.96234,0.78606,0.79949,0.61305,0.87828,0.44935,1.30667,0.008812,0.008812,0.008812
62,3011.75,0.96498,0.68448,1.25213,0.9441,0.79486,0.80543,0.61904,0.86327,0.45475,1.28506,0.0087922,0.0087922,0.0087922
63,3060.77,0.96163,0.67398,1.24391,0.95891,0.78823,0.80605,0.61885,0.8858,0.44911,1.30429,0.0087724,0.0087724,0.0087724
64,3109.31,0.9705,0.67702,1.24541,0.9567,0.79932,0.80737,0.61847,0.87661,0.4624,1.30671,0.0087526,0.0087526,0.0087526
65,3157.55,0.96145,0.69712,1.23916,0.96206,0.79838,0.81096,0.62209,0.87647,0.43679,1.29171,0.0087328,0.0087328,0.0087328
66,3206.36,0.94918,0.68445,1.23365,0.94186,0.80297,0.80469,0.61298,0.90808,0.45887,1.32813,0.008713,0.008713,0.008713
67,3255.21,0.96145,0.6816,1.24322,0.94845,0.79347,0.80635,0.61471,0.8726,0.43012,1.29343,0.0086932,0.0086932,0.0086932
68,3303.56,0.95286,0.68393,1.23549,0.95982,0.81039,0.80898,0.61785,0.88448,0.44808,1.30358,0.0086734,0.0086734,0.0086734
69,3351.95,0.94707,0.65602,1.23181,0.95995,0.80737,0.8117,0.61843,0.90315,0.44261,1.31294,0.0086536,0.0086536,0.0086536
70,3400.44,0.93697,0.66102,1.22776,0.94105,0.79961,0.79963,0.60532,0.894,0.46436,1.30922,0.0086338,0.0086338,0.0086338
71,3449.25,0.93279,0.67567,1.23115,0.93609,0.80281,0.80343,0.61462,0.88968,0.4473,1.31519,0.008614,0.008614,0.008614
72,3498.02,0.94259,0.6737,1.2286,0.9519,0.80493,0.80159,0.61906,0.86224,0.44862,1.28948,0.0085942,0.0085942,0.0085942
73,3546.53,0.94134,0.65292,1.22088,0.94855,0.80033,0.80371,0.61755,0.89032,0.44013,1.30153,0.0085744,0.0085744,0.0085744
74,3595.09,0.93986,0.64611,1.22708,0.9585,0.79866,0.80231,0.61012,0.89743,0.44039,1.30729,0.0085546,0.0085546,0.0085546
75,3644.08,0.91425,0.62999,1.2163,0.94466,0.80823,0.79992,0.61126,0.88806,0.43141,1.30475,0.0085348,0.0085348,0.0085348
76,3693.09,0.93073,0.64126,1.22169,0.95377,0.80503,0.81119,0.62543,0.88429,0.43481,1.29568,0.008515,0.008515,0.008515
77,3741.9,0.94895,0.65213,1.23002,0.96438,0.80494,0.80896,0.62675,0.88093,0.4327,1.30245,0.0084952,0.0084952,0.0084952
78,3790.38,0.92238,0.65849,1.20904,0.95593,0.79568,0.80882,0.62981,0.8669,0.43907,1.293,0.0084754,0.0084754,0.0084754
79,3838.48,0.92181,0.63345,1.21639,0.96036,0.80844,0.81099,0.63447,0.85453,0.43055,1.28232,0.0084556,0.0084556,0.0084556
80,3887.24,0.91856,0.62945,1.21257,0.95874,0.80483,0.80977,0.6222,0.88651,0.43885,1.31469,0.0084358,0.0084358,0.0084358
81,3935.93,0.92773,0.6431,1.23247,0.94648,0.80606,0.80416,0.61763,0.88767,0.4489,1.30204,0.008416,0.008416,0.008416
82,3984.7,0.93754,0.64278,1.2251,0.95507,0.80439,0.8052,0.62259,0.86028,0.43197,1.27551,0.0083962,0.0083962,0.0083962
83,4034.01,0.91407,0.62798,1.21027,0.95786,0.80696,0.81029,0.61962,0.90022,0.43036,1.30494,0.0083764,0.0083764,0.0083764
84,4082.49,0.91031,0.61213,1.20163,0.9574,0.803,0.80668,0.62167,0.86825,0.43362,1.28772,0.0083566,0.0083566,0.0083566
85,4131.18,0.92199,0.63889,1.20929,0.94448,0.80731,0.8016,0.61434,0.87842,0.42785,1.28978,0.0083368,0.0083368,0.0083368
86,4179.9,0.92323,0.62943,1.20628,0.94094,0.8106,0.80465,0.61018,0.89629,0.45011,1.33246,0.008317,0.008317,0.008317
87,4228.41,0.91551,0.63987,1.21148,0.9448,0.79615,0.80665,0.61806,0.88709,0.43825,1.30468,0.0082972,0.0082972,0.0082972
88,4277.47,0.91751,0.63059,1.20322,0.96238,0.81322,0.80998,0.61777,0.87972,0.43255,1.29174,0.0082774,0.0082774,0.0082774
89,4325.99,0.91695,0.64152,1.21257,0.96126,0.80586,0.8089,0.62414,0.86959,0.42566,1.29117,0.0082576,0.0082576,0.0082576
90,4374.49,0.89679,0.63298,1.20211,0.95625,0.81083,0.80948,0.62171,0.86991,0.43386,1.29234,0.0082378,0.0082378,0.0082378
91,4422.94,0.9213,0.62911,1.21159,0.9617,0.7851,0.81179,0.62293,0.8827,0.43477,1.30125,0.008218,0.008218,0.008218
92,4471.41,0.90311,0.63295,1.22069,0.95692,0.81049,0.81037,0.62841,0.87372,0.42593,1.29267,0.0081982,0.0081982,0.0081982
93,4519.99,0.9141,0.61529,1.19709,0.95856,0.80883,0.80629,0.62039,0.89246,0.4112,1.31002,0.0081784,0.0081784,0.0081784
94,4568.79,0.90179,0.61687,1.20611,0.95165,0.79815,0.80621,0.62863,0.88029,0.42498,1.29301,0.0081586,0.0081586,0.0081586
95,4617.55,0.89046,0.62158,1.18733,0.94894,0.80799,0.80553,0.61822,0.88362,0.41721,1.30283,0.0081388,0.0081388,0.0081388
96,4665.95,0.90349,0.60747,1.20263,0.94769,0.80832,0.80548,0.61924,0.8694,0.41912,1.28864,0.008119,0.008119,0.008119
97,4714.53,0.89279,0.62585,1.18504,0.95293,0.8154,0.80622,0.62422,0.87013,0.40826,1.29535,0.0080992,0.0080992,0.0080992
98,4763.17,0.90561,0.62654,1.20061,0.95121,0.81269,0.81059,0.62827,0.87771,0.41477,1.29602,0.0080794,0.0080794,0.0080794
99,4812.06,0.88796,0.59988,1.19206,0.96192,0.80801,0.80788,0.62598,0.8682,0.41445,1.28929,0.0080596,0.0080596,0.0080596
100,4860.71,0.89118,0.6034,1.19302,0.95384,0.80756,0.80872,0.63057,0.85501,0.41296,1.27448,0.0080398,0.0080398,0.0080398
101,4909.52,0.90248,0.6265,1.20731,0.95416,0.81248,0.80926,0.62587,0.87772,0.43133,1.2816,0.00802,0.00802,0.00802
102,4958.04,0.88772,0.6181,1.19095,0.95914,0.8063,0.80739,0.62325,0.86919,0.40889,1.2958,0.0080002,0.0080002,0.0080002
103,5006.65,0.89358,0.57644,1.20147,0.95318,0.80785,0.80886,0.6268,0.87399,0.40616,1.28092,0.0079804,0.0079804,0.0079804
104,5055.28,0.89025,0.58918,1.19007,0.94465,0.80026,0.8046,0.62683,0.87859,0.42193,1.29505,0.0079606,0.0079606,0.0079606
105,5104.08,0.89036,0.59742,1.19086,0.95383,0.81215,0.81168,0.63289,0.8689,0.41071,1.28847,0.0079408,0.0079408,0.0079408
106,5153.05,0.8883,0.59524,1.19772,0.94904,0.81019,0.80201,0.62059,0.88457,0.41105,1.28785,0.007921,0.007921,0.007921
107,5201.79,0.90366,0.58713,1.18909,0.95909,0.80658,0.80822,0.62357,0.88099,0.40684,1.2999,0.0079012,0.0079012,0.0079012
108,5250.36,0.88473,0.60517,1.19346,0.95802,0.80456,0.80833,0.61896,0.89153,0.42059,1.29828,0.0078814,0.0078814,0.0078814
109,5298.86,0.89198,0.60203,1.18328,0.96258,0.8098,0.80791,0.61937,0.87911,0.40984,1.2808,0.0078616,0.0078616,0.0078616
110,5347.33,0.8829,0.5972,1.19237,0.95676,0.8047,0.80888,0.62482,0.8672,0.41794,1.29578,0.0078418,0.0078418,0.0078418
111,5395.88,0.88406,0.58385,1.18482,0.95828,0.81231,0.81082,0.62938,0.87176,0.41955,1.28179,0.007822,0.007822,0.007822
112,5444.41,0.89501,0.59597,1.18687,0.95289,0.80801,0.80499,0.62263,0.89654,0.42148,1.29508,0.0078022,0.0078022,0.0078022
113,5492.94,0.88665,0.58237,1.20175,0.78856,0.79189,0.80172,0.62315,0.86131,0.4464,1.30955,0.0077824,0.0077824,0.0077824
114,5541.52,0.88252,0.59214,1.18658,0.95413,0.78951,0.80313,0.61911,0.88287,0.43733,1.29255,0.0077626,0.0077626,0.0077626
115,5590.09,0.87408,0.58948,1.18519,0.95947,0.80019,0.80427,0.6292,0.86338,0.41839,1.29675,0.0077428,0.0077428,0.0077428
116,5638.49,0.88217,0.58378,1.18445,0.9512,0.80991,0.80625,0.62771,0.84683,0.40839,1.26867,0.007723,0.007723,0.007723
117,5687.02,0.8888,0.59547,1.19495,0.95933,0.8125,0.80915,0.62842,0.87307,0.41899,1.28875,0.0077032,0.0077032,0.0077032
118,5735.45,0.87641,0.58337,1.18358,0.79614,0.81634,0.80978,0.62631,0.86092,0.42996,1.28796,0.0076834,0.0076834,0.0076834
119,5787.66,0.8711,0.58211,1.18224,0.7921,0.81404,0.80792,0.63503,0.85398,0.39311,1.29741,0.0076636,0.0076636,0.0076636
120,5840.26,0.87626,0.57422,1.18505,0.95794,0.81627,0.81096,0.63048,0.85954,0.40758,1.28628,0.0076438,0.0076438,0.0076438
121,5892.48,0.87527,0.56945,1.1957,0.96024,0.80513,0.8053,0.62329,0.88658,0.43394,1.28667,0.007624,0.007624,0.007624
122,5944.1,0.89682,0.56927,1.19864,0.96162,0.80627,0.81049,0.63638,0.85551,0.40712,1.2875,0.0076042,0.0076042,0.0076042
123,5996.34,0.86411,0.56683,1.17229,0.95795,0.80817,0.80338,0.62885,0.86674,0.41268,1.28664,0.0075844,0.0075844,0.0075844
124,6049.27,0.85479,0.56075,1.17258,0.95289,0.81436,0.8098,0.63052,0.87996,0.41315,1.29697,0.0075646,0.0075646,0.0075646
125,6101.6,0.85769,0.56524,1.17333,0.9654,0.80992,0.81347,0.63633,0.87146,0.40483,1.29045,0.0075448,0.0075448,0.0075448
126,6153.09,0.86553,0.56322,1.16915,0.96155,0.79378,0.80274,0.62864,0.86466,0.41014,1.29136,0.007525,0.007525,0.007525
127,6204.64,0.86415,0.57306,1.17742,0.95941,0.81379,0.81258,0.62666,0.89122,0.40891,1.29939,0.0075052,0.0075052,0.0075052
128,6256.76,0.85073,0.56427,1.17454,0.9546,0.81651,0.80768,0.62608,0.86415,0.40559,1.28312,0.0074854,0.0074854,0.0074854
129,6308.73,0.86394,0.56373,1.17446,0.79229,0.7996,0.80603,0.62306,0.86124,0.41962,1.2666,0.0074656,0.0074656,0.0074656
130,6360.44,0.87059,0.57023,1.17795,0.95656,0.81029,0.80834,0.62934,0.86266,0.39964,1.27966,0.0074458,0.0074458,0.0074458
131,6412.28,0.86533,0.564,1.18294,0.95394,0.81572,0.80992,0.63487,0.86978,0.39506,1.27767,0.007426,0.007426,0.007426
132,6464.06,0.86893,0.57344,1.18047,0.96512,0.80752,0.80479,0.63166,0.85914,0.39408,1.28191,0.0074062,0.0074062,0.0074062
133,6520.55,0.8644,0.56866,1.17383,0.96223,0.80997,0.80798,0.62946,0.85969,0.39762,1.28013,0.0073864,0.0073864,0.0073864
134,6579.75,0.86661,0.56169,1.18068,0.96402,0.81139,0.81038,0.62905,0.86857,0.40371,1.27574,0.0073666,0.0073666,0.0073666
135,6641.09,0.86782,0.57417,1.18063,0.79734,0.80931,0.80654,0.63052,0.85587,0.39882,1.27798,0.0073468,0.0073468,0.0073468
136,6700.24,0.85422,0.55544,1.17231,0.96009,0.81084,0.80968,0.63223,0.86494,0.39536,1.27639,0.007327,0.007327,0.007327
137,6751.87,0.84962,0.54321,1.16794,0.95411,0.81526,0.80933,0.63022,0.865,0.3996,1.27111,0.0073072,0.0073072,0.0073072
138,6803.23,0.8577,0.54903,1.16319,0.95334,0.80918,0.80969,0.63083,0.85616,0.40333,1.28471,0.0072874,0.0072874,0.0072874
139,6856,0.86357,0.55836,1.16707,0.95267,0.80409,0.80548,0.62416,0.87945,0.40231,1.29964,0.0072676,0.0072676,0.0072676
140,6907.23,0.84489,0.54507,1.16615,0.96255,0.81354,0.81173,0.63632,0.87486,0.38382,1.28633,0.0072478,0.0072478,0.0072478
141,6959.61,0.83631,0.54449,1.15781,0.95858,0.81088,0.81393,0.64069,0.85581,0.38886,1.26851,0.007228,0.007228,0.007228
142,7011.88,0.8385,0.54493,1.16409,0.96061,0.79743,0.80954,0.62847,0.89941,0.40144,1.3084,0.0072082,0.0072082,0.0072082
143,7063.71,0.85473,0.5541,1.16927,0.79718,0.80797,0.81252,0.64194,0.86774,0.39248,1.27543,0.0071884,0.0071884,0.0071884
144,7115.5,0.83833,0.53873,1.16117,0.96256,0.80466,0.8108,0.62838,0.8795,0.40145,1.29326,0.0071686,0.0071686,0.0071686
145,7167.01,0.84933,0.53804,1.16651,0.96028,0.80765,0.81098,0.62661,0.88293,0.39884,1.28514,0.0071488,0.0071488,0.0071488
146,7219.28,0.84799,0.55156,1.167,0.96317,0.80936,0.8103,0.63276,0.85319,0.3877,1.28691,0.007129,0.007129,0.007129
147,7271.1,0.84392,0.55663,1.15915,0.9598,0.80638,0.80411,0.62317,0.88042,0.39334,1.29481,0.0071092,0.0071092,0.0071092
148,7322.78,0.82316,0.54012,1.14622,0.96375,0.80584,0.80686,0.6328,0.8737,0.39661,1.28795,0.0070894,0.0070894,0.0070894
149,7374.57,0.8386,0.54426,1.15545,0.96927,0.80755,0.81148,0.63696,0.85159,0.36946,1.27114,0.0070696,0.0070696,0.0070696
150,7425.97,0.83896,0.53367,1.16281,0.80401,0.80947,0.8115,0.63183,0.86668,0.39011,1.28014,0.0070498,0.0070498,0.0070498
151,7477.74,0.8291,0.53376,1.15831,0.79775,0.80744,0.81164,0.63046,0.88015,0.3996,1.28998,0.00703,0.00703,0.00703
152,7529.81,0.82314,0.52811,1.14931,0.96036,0.80846,0.81082,0.63684,0.85917,0.39844,1.27555,0.0070102,0.0070102,0.0070102
153,7581.76,0.81057,0.53046,1.14313,0.96162,0.80688,0.80935,0.63696,0.85642,0.39416,1.2638,0.0069904,0.0069904,0.0069904
154,7633.36,0.84809,0.5259,1.16569,0.96314,0.80567,0.80373,0.6263,0.88247,0.40157,1.27511,0.0069706,0.0069706,0.0069706
155,7685.21,0.84107,0.53947,1.1596,0.95867,0.80501,0.8092,0.63476,0.86076,0.3985,1.26573,0.0069508,0.0069508,0.0069508
156,7737,0.82432,0.53924,1.15588,0.79476,0.8062,0.80248,0.6308,0.85143,0.39573,1.27079,0.006931,0.006931,0.006931
157,7788.91,0.81734,0.52117,1.14739,0.96003,0.80658,0.8075,0.63356,0.8615,0.38394,1.27183,0.0069112,0.0069112,0.0069112
158,7841.81,0.83459,0.53394,1.15569,0.79142,0.80964,0.80676,0.63326,0.86119,0.39839,1.27981,0.0068914,0.0068914,0.0068914
159,7894.59,0.81747,0.52397,1.1464,0.79041,0.81391,0.80841,0.6299,0.86334,0.40061,1.28342,0.0068716,0.0068716,0.0068716
160,7947.05,0.82998,0.54036,1.15152,0.79275,0.80766,0.8077,0.63357,0.8664,0.39463,1.29643,0.0068518,0.0068518,0.0068518
161,7998.84,0.81817,0.53762,1.15364,0.9578,0.80593,0.80671,0.63561,0.84735,0.38938,1.26478,0.006832,0.006832,0.006832
162,8050.72,0.82985,0.54412,1.16269,0.95436,0.81118,0.80485,0.63737,0.86089,0.38658,1.26683,0.0068122,0.0068122,0.0068122
163,8102.68,0.7973,0.51697,1.13666,0.96592,0.80385,0.80722,0.63413,0.86027,0.38845,1.26459,0.0067924,0.0067924,0.0067924
164,8154.13,0.83886,0.52574,1.16215,0.95863,0.80926,0.80662,0.63158,0.87367,0.39802,1.28853,0.0067726,0.0067726,0.0067726
165,8206.69,0.83032,0.53267,1.14992,0.79052,0.80181,0.80461,0.62939,0.87302,0.40507,1.28886,0.0067528,0.0067528,0.0067528
166,8258.25,0.81362,0.51106,1.1425,0.96299,0.81,0.8089,0.63608,0.86352,0.38122,1.28126,0.006733,0.006733,0.006733
167,8310.3,0.83333,0.54672,1.16543,0.79433,0.8066,0.80524,0.63208,0.85399,0.39049,1.27003,0.0067132,0.0067132,0.0067132
168,8362.27,0.80609,0.51335,1.15467,0.78829,0.79599,0.80802,0.63425,0.87164,0.40571,1.27969,0.0066934,0.0066934,0.0066934
169,8413.38,0.81483,0.51489,1.14386,0.79157,0.80354,0.81112,0.64312,0.85192,0.38506,1.28092,0.0066736,0.0066736,0.0066736
170,8465.74,0.81909,0.50862,1.13896,0.95446,0.80794,0.80554,0.63353,0.87401,0.39409,1.28498,0.0066538,0.0066538,0.0066538
171,8517.87,0.80667,0.51364,1.144,0.95575,0.7911,0.80305,0.6272,0.88142,0.40057,1.28833,0.006634,0.006634,0.006634
172,8569.57,0.79852,0.5205,1.14159,0.95829,0.80284,0.80545,0.63587,0.85728,0.40188,1.27783,0.0066142,0.0066142,0.0066142
173,8620.97,0.81155,0.52269,1.14347,0.96521,0.80246,0.80875,0.63331,0.86309,0.38222,1.29551,0.0065944,0.0065944,0.0065944
174,8672.62,0.81996,0.50116,1.14823,0.78215,0.80379,0.80641,0.63841,0.8509,0.39138,1.26245,0.0065746,0.0065746,0.0065746
175,8724.46,0.82249,0.52759,1.1522,0.79763,0.80856,0.80752,0.63892,0.8603,0.3897,1.27633,0.0065548,0.0065548,0.0065548
176,8777,0.81275,0.50227,1.14259,0.96402,0.81214,0.80734,0.63775,0.88541,0.39915,1.28567,0.006535,0.006535,0.006535
177,8829.23,0.80671,0.51833,1.13522,0.95084,0.80824,0.80327,0.63275,0.86615,0.38715,1.29751,0.0065152,0.0065152,0.0065152
178,8880.99,0.81168,0.52427,1.14484,0.96628,0.79918,0.80576,0.63802,0.86259,0.39375,1.27609,0.0064954,0.0064954,0.0064954
179,8932.98,0.79449,0.50608,1.13017,0.96072,0.80428,0.80457,0.63146,0.87901,0.39658,1.28384,0.0064756,0.0064756,0.0064756
180,8985.06,0.79989,0.49896,1.13836,0.96649,0.80596,0.80832,0.63506,0.87156,0.37767,1.2802,0.0064558,0.0064558,0.0064558
181,9037.03,0.79988,0.49574,1.14152,0.78417,0.80989,0.80316,0.63447,0.87756,0.3745,1.29405,0.006436,0.006436,0.006436
182,9089.76,0.79999,0.49956,1.1338,0.95429,0.8038,0.80197,0.62796,0.88613,0.40008,1.29541,0.0064162,0.0064162,0.0064162
183,9141.78,0.8097,0.51724,1.14285,0.96121,0.80514,0.80544,0.63462,0.89234,0.39497,1.30721,0.0063964,0.0063964,0.0063964
184,9193.69,0.78768,0.49381,1.13815,0.79008,0.80623,0.80549,0.63364,0.86258,0.39496,1.28795,0.0063766,0.0063766,0.0063766
185,9245.14,0.80863,0.50861,1.13379,0.78652,0.80864,0.81066,0.63387,0.88593,0.38978,1.29746,0.0063568,0.0063568,0.0063568
