epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,1590.2,1.0031,0.79378,1.28755,0.946,0.79131,0.79531,0.60239,0.92027,0.49635,1.3508,0.000923275,0.000923275,0.000923275
33,1639.93,0.98158,0.77063,1.27204,0.94143,0.79362,0.79314,0.59637,0.9291,0.51066,1.33084,0.0009208,0.0009208,0.0009208
34,1689.59,1.00809,0.79998,1.28311,0.9213,0.79954,0.79775,0.60188,0.90924,0.51259,1.30858,0.000918325,0.000918325,0.000918325
35,1739.7,0.96995,0.77797,1.2561,0.93266,0.78937,0.79995,0.60445,0.89381,0.50485,1.31622,0.00091585,0.00091585,0.00091585
36,1789.52,1.00398,0.78132,1.28632,0.94838,0.78987,0.80353,0.60513,0.91388,0.48273,1.32827,0.000913375,0.000913375,0.000913375
37,1839.19,0.9909,0.78242,1.25933,0.94948,0.78965,0.79877,0.61232,0.88969,0.49313,1.31327,0.0009109,0.0009109,0.0009109
38,1889.17,1.01283,0.78382,1.2673,0.94195,0.79776,0.80539,0.60393,0.91683,0.48624,1.32458,0.000908425,0.000908425,0.000908425
39,1939.33,0.98993,0.76043,1.27366,0.93436,0.81146,0.80827,0.60228,0.93191,0.48585,1.34619,0.00090595,0.00090595,0.00090595
40,1989.17,0.9798,0.74424,1.25165,0.95685,0.78471,0.8009,0.60767,0.8787,0.48612,1.29494,0.000903475,0.000903475,0.000903475
41,2039.05,0.95694,0.7365,1.23893,0.96012,0.7862,0.79502,0.59784,0.90583,0.49623,1.32953,0.000901,0.000901,0.000901
42,2088.83,0.99214,0.75843,1.28144,0.95228,0.79085,0.79983,0.59904,0.9262,0.48562,1.33314,0.000898525,0.000898525,0.000898525
43,2138.49,0.98917,0.75621,1.2696,0.94915,0.78408,0.79577,0.60679,0.89893,0.48546,1.33013,0.00089605,0.00089605,0.00089605
44,2188.57,0.98747,0.77188,1.26481,0.95686,0.79017,0.7989,0.60453,0.91403,0.5004,1.34059,0.000893575,0.000893575,0.000893575
45,2238.21,0.94617,0.72557,1.25069,0.94442,0.79892,0.80038,0.60793,0.89693,0.48085,1.30265,0.0008911,0.0008911,0.0008911
46,2287.86,0.97321,0.73904,1.26133,0.95271,0.80796,0.80414,0.61545,0.87887,0.45719,1.2916,0.000888625,0.000888625,0.000888625
47,2337.99,0.96515,0.74121,1.25168,0.94347,0.79229,0.79964,0.5982,0.90865,0.48381,1.30905,0.00088615,0.00088615,0.00088615
48,2387.95,0.97896,0.73607,1.26681,0.94237,0.80141,0.80377,0.61805,0.87497,0.45873,1.30245,0.000883675,0.000883675,0.000883675
49,2437.64,0.97968,0.75493,1.26129,0.94046,0.80097,0.80153,0.5992,0.928,0.49814,1.32418,0.0008812,0.0008812,0.0008812
50,2487.24,0.96278,0.72842,1.25358,0.95739,0.80606,0.79781,0.60473,0.90135,0.46005,1.32213,0.000878725,0.000878725,0.000878725
51,2536.95,0.97531,0.72669,1.25906,0.95909,0.79275,0.79746,0.60884,0.89852,0.46101,1.30515,0.00087625,0.00087625,0.00087625
52,2586.86,0.96628,0.70596,1.24829,0.95406,0.80049,0.80361,0.60629,0.90366,0.46242,1.29989,0.000873775,0.000873775,0.000873775
53,2636.76,0.94672,0.70911,1.23634,0.94039,0.80468,0.80222,0.60975,0.89622,0.46624,1.30132,0.0008713,0.0008713,0.0008713
54,2686.8,0.95469,0.71275,1.23779,0.93371,0.80642,0.80407,0.61479,0.89813,0.45408,1.30428,0.000868825,0.000868825,0.000868825
55,2736.53,0.94947,0.72686,1.24,0.94802,0.79871,0.7956,0.60455,0.86852,0.48811,1.29887,0.00086635,0.00086635,0.00086635
56,2785.94,0.94766,0.70037,1.22939,0.9394,0.79439,0.8061,0.61364,0.88699,0.46518,1.30888,0.000863875,0.000863875,0.000863875
57,2835.58,0.93626,0.70445,1.23261,0.95238,0.79249,0.79914,0.60622,0.9227,0.4747,1.33369,0.0008614,0.0008614,0.0008614
58,2885.39,0.91802,0.67737,1.22785,0.95942,0.79635,0.80674,0.61337,0.89935,0.46549,1.30262,0.000858925,0.000858925,0.000858925
59,2935.37,0.95192,0.70232,1.24189,0.9578,0.79992,0.80818,0.61381,0.9202,0.4528,1.32157,0.00085645,0.00085645,0.00085645
60,2985.24,0.9176,0.64047,1.22471,0.95533,0.79585,0.80262,0.6122,0.91165,0.45873,1.31334,0.000853975,0.000853975,0.000853975
61,3034.97,0.9488,0.67164,1.23817,0.94672,0.80097,0.8003,0.61317,0.90409,0.44641,1.30208,0.0008515,0.0008515,0.0008515
62,3084.54,0.94788,0.678,1.24916,0.9556,0.79478,0.80411,0.6105,0.92326,0.4594,1.31532,0.000849025,0.000849025,0.000849025
63,3134.17,0.93357,0.6711,1.23459,0.96321,0.79041,0.80661,0.62155,0.8579,0.43929,1.28121,0.00084655,0.00084655,0.00084655
64,3184.34,0.94451,0.6934,1.23653,0.95874,0.79954,0.80557,0.61326,0.87119,0.43559,1.28595,0.000844075,0.000844075,0.000844075
65,3234.26,0.93143,0.67938,1.22691,0.95794,0.80052,0.80857,0.6142,0.91536,0.45143,1.32866,0.0008416,0.0008416,0.0008416
66,3284.1,0.94127,0.69785,1.23151,0.9504,0.7871,0.8041,0.6063,0.92304,0.48063,1.33264,0.000839125,0.000839125,0.000839125
67,3334.14,0.94305,0.68536,1.23266,0.965,0.79461,0.80536,0.61238,0.91582,0.46915,1.32188,0.00083665,0.00083665,0.00083665
68,3384.1,0.93934,0.68106,1.23022,0.95687,0.80407,0.80315,0.61808,0.88066,0.4396,1.28764,0.000834175,0.000834175,0.000834175
69,3433.88,0.92751,0.65293,1.21873,0.94945,0.79697,0.80228,0.62156,0.85915,0.43262,1.28441,0.0008317,0.0008317,0.0008317
70,3483.52,0.90747,0.65283,1.22075,0.94107,0.79826,0.79918,0.6119,0.8935,0.45558,1.30633,0.000829225,0.000829225,0.000829225
71,3533.66,0.92337,0.65351,1.22727,0.95456,0.79492,0.80402,0.62388,0.87123,0.45519,1.30123,0.00082675,0.00082675,0.00082675
72,3583.69,0.92175,0.68013,1.21997,0.94813,0.80007,0.80562,0.61806,0.87338,0.45255,1.29117,0.000824275,0.000824275,0.000824275
73,3633.61,0.92254,0.64083,1.21516,0.95985,0.80142,0.8103,0.62193,0.89709,0.43418,1.28548,0.0008218,0.0008218,0.0008218
74,3683.56,0.91712,0.63993,1.2182,0.9535,0.80915,0.80857,0.62194,0.87498,0.42821,1.28095,0.000819325,0.000819325,0.000819325
75,3738.01,0.89336,0.62544,1.20955,0.95479,0.79549,0.80169,0.61116,0.8851,0.43316,1.30107,0.00081685,0.00081685,0.00081685
76,3801.2,0.90839,0.63633,1.22004,0.94547,0.80275,0.80367,0.62161,0.8703,0.42691,1.29533,0.000814375,0.000814375,0.000814375
77,3851.3,0.92449,0.66221,1.22362,0.95684,0.79536,0.80672,0.61641,0.89851,0.44232,1.31015,0.0008119,0.0008119,0.0008119
78,3901,0.90798,0.65343,1.20506,0.95946,0.79942,0.80518,0.61234,0.90751,0.45461,1.31906,0.000809425,0.000809425,0.000809425
79,3950.6,0.90062,0.64272,1.21061,0.96201,0.80565,0.80685,0.61735,0.87546,0.43961,1.31319,0.00080695,0.00080695,0.00080695
80,4000.37,0.90346,0.64298,1.20755,0.95565,0.79826,0.8067,0.61893,0.89471,0.4525,1.2977,0.000804475,0.000804475,0.000804475
81,4050.3,0.91846,0.64936,1.22947,0.95764,0.80313,0.80305,0.62025,0.87129,0.43478,1.29257,0.000802,0.000802,0.000802
82,4100.17,0.9259,0.6526,1.21788,0.94705,0.80294,0.80426,0.62304,0.8686,0.43841,1.27991,0.000799525,0.000799525,0.000799525
83,4150.07,0.89368,0.63283,1.19977,0.95154,0.80242,0.80466,0.61748,0.89384,0.43746,1.2976,0.00079705,0.00079705,0.00079705
84,4199.84,0.88368,0.6156,1.19722,0.95412,0.81643,0.80628,0.61933,0.86868,0.4099,1.28509,0.000794575,0.000794575,0.000794575
85,4249.72,0.9066,0.63527,1.21304,0.95021,0.80147,0.80609,0.61946,0.86825,0.43869,1.29355,0.0007921,0.0007921,0.0007921
86,4299.68,0.90234,0.62739,1.19821,0.94176,0.80027,0.81012,0.62389,0.89065,0.43089,1.29712,0.000789625,0.000789625,0.000789625
87,4349.78,0.90213,0.63989,1.20846,0.95152,0.80222,0.81244,0.62215,0.89816,0.43404,1.30178,0.00078715,0.00078715,0.00078715
88,4399.75,0.89771,0.61758,1.19978,0.95231,0.80176,0.80962,0.62047,0.87306,0.42499,1.29515,0.000784675,0.000784675,0.000784675
89,4450.68,0.90056,0.64916,1.20612,0.95728,0.80515,0.80939,0.62576,0.86769,0.42506,1.2756,0.0007822,0.0007822,0.0007822
90,4500.64,0.89203,0.62823,1.2051,0.95501,0.80859,0.80975,0.6248,0.87161,0.42567,1.27306,0.000779725,0.000779725,0.000779725
91,4550.54,0.90738,0.62997,1.2104,0.95846,0.79339,0.80733,0.63178,0.88022,0.42248,1.29924,0.00077725,0.00077725,0.00077725
92,4600.81,0.90112,0.64805,1.2216,0.95128,0.80783,0.80379,0.62682,0.86025,0.40885,1.28596,0.000774775,0.000774775,0.000774775
93,4650.97,0.90825,0.60464,1.1966,0.95047,0.8112,0.80447,0.62785,0.86697,0.42269,1.28784,0.0007723,0.0007723,0.0007723
94,4701.07,0.89286,0.61761,1.2004,0.94755,0.78728,0.80756,0.62964,0.85624,0.43323,1.27259,0.000769825,0.000769825,0.000769825
95,4752.65,0.91147,0.64278,1.20454,0.96082,0.80323,0.80736,0.62621,0.8718,0.43528,1.28828,0.00076735,0.00076735,0.00076735
96,4805.18,0.89633,0.61477,1.20237,0.95837,0.80425,0.80233,0.62279,0.87539,0.42104,1.28981,0.000764875,0.000764875,0.000764875
97,4857.98,0.87889,0.60716,1.188,0.95244,0.8129,0.80758,0.62638,0.85617,0.40945,1.26984,0.0007624,0.0007624,0.0007624
98,4910.73,0.89488,0.61345,1.20168,0.96064,0.804,0.80619,0.62454,0.86975,0.419,1.29826,0.000759925,0.000759925,0.000759925
99,4963.92,0.86973,0.59575,1.18675,0.95956,0.80992,0.80548,0.62508,0.86362,0.41173,1.28837,0.00075745,0.00075745,0.00075745
100,5014.17,0.87784,0.61047,1.1917,0.95701,0.80234,0.80438,0.62097,0.87592,0.42952,1.29098,0.000754975,0.000754975,0.000754975
101,5064.19,0.89088,0.61676,1.20705,0.94236,0.80834,0.80424,0.61729,0.86532,0.42605,1.26952,0.0007525,0.0007525,0.0007525
102,5119.03,0.87612,0.61585,1.19512,0.96098,0.7973,0.80051,0.62431,0.85439,0.4169,1.27877,0.000750025,0.000750025,0.000750025
103,5172.84,0.88507,0.58548,1.19894,0.95552,0.80947,0.80401,0.62355,0.88291,0.41385,1.28437,0.00074755,0.00074755,0.00074755
104,5226.3,0.8772,0.60846,1.19099,0.95152,0.78712,0.79999,0.61398,0.88899,0.45336,1.29697,0.000745075,0.000745075,0.000745075
105,5279.92,0.87388,0.59404,1.18625,0.96685,0.80839,0.81126,0.63399,0.87196,0.40197,1.27311,0.0007426,0.0007426,0.0007426
106,5334.75,0.88235,0.59213,1.19711,0.95977,0.80401,0.8059,0.6233,0.8662,0.40597,1.27477,0.000740125,0.000740125,0.000740125
107,5394.16,0.87149,0.58255,1.18196,0.96605,0.8017,0.80405,0.62539,0.87611,0.41409,1.28089,0.00073765,0.00073765,0.00073765
108,5447.37,0.8746,0.59261,1.18791,0.96313,0.8068,0.80414,0.62145,0.88913,0.41002,1.2911,0.000735175,0.000735175,0.000735175
109,5501.15,0.88471,0.59258,1.18144,0.9584,0.81084,0.81136,0.62981,0.86373,0.40948,1.27642,0.0007327,0.0007327,0.0007327
110,5554.62,0.87489,0.59468,1.19302,0.95484,0.81405,0.81231,0.63333,0.85327,0.41547,1.28833,0.000730225,0.000730225,0.000730225
111,5608.41,0.87175,0.58711,1.18925,0.95028,0.79632,0.79869,0.62687,0.85138,0.4241,1.27944,0.00072775,0.00072775,0.00072775
112,5661.63,0.87349,0.59488,1.18294,0.95984,0.80821,0.81228,0.63319,0.86683,0.40126,1.2853,0.000725275,0.000725275,0.000725275
113,5714.74,0.88118,0.59202,1.20106,0.95785,0.79967,0.8066,0.62592,0.86997,0.42177,1.28084,0.0007228,0.0007228,0.0007228
114,5768.58,0.87127,0.57311,1.18796,0.94955,0.80835,0.80707,0.62635,0.87138,0.4103,1.28091,0.000720325,0.000720325,0.000720325
115,5821.28,0.85316,0.57462,1.18347,0.95941,0.80528,0.80902,0.62937,0.8525,0.40651,1.28308,0.00071785,0.00071785,0.00071785
116,5874.89,0.8709,0.57883,1.18399,0.95576,0.80791,0.80738,0.62598,0.85219,0.39945,1.26274,0.000715375,0.000715375,0.000715375
117,5928.03,0.87405,0.57756,1.18951,0.95704,0.81012,0.80785,0.62887,0.86194,0.40951,1.28604,0.0007129,0.0007129,0.0007129
118,5981.38,0.85505,0.57338,1.18046,0.96132,0.80206,0.81138,0.62682,0.87629,0.40791,1.28012,0.000710425,0.000710425,0.000710425
119,6035.09,0.85234,0.56845,1.17595,0.96379,0.79907,0.8069,0.62875,0.84073,0.40433,1.2842,0.00070795,0.00070795,0.00070795
120,6088.52,0.85639,0.57858,1.17642,0.95026,0.80847,0.80704,0.62149,0.87877,0.40971,1.28961,0.000705475,0.000705475,0.000705475
121,6142.92,0.86078,0.57499,1.1893,0.96462,0.80771,0.81279,0.63108,0.85906,0.40328,1.26408,0.000703,0.000703,0.000703
122,6196,0.874,0.56637,1.19003,0.95214,0.80892,0.81049,0.63308,0.85469,0.39264,1.26655,0.000700525,0.000700525,0.000700525
123,6249.98,0.84941,0.5578,1.16695,0.94648,0.80863,0.79829,0.61963,0.86651,0.40886,1.2847,0.00069805,0.00069805,0.00069805
124,6302.96,0.84231,0.56094,1.1674,0.95181,0.80957,0.81135,0.62903,0.87708,0.40557,1.29067,0.000695575,0.000695575,0.000695575
125,6356.31,0.84853,0.56695,1.17241,0.9582,0.80565,0.81043,0.63249,0.85942,0.40476,1.26725,0.0006931,0.0006931,0.0006931
126,6410.1,0.85458,0.55797,1.16518,0.95537,0.80733,0.80982,0.63246,0.87093,0.41227,1.28446,0.000690625,0.000690625,0.000690625
127,6463.34,0.8503,0.57383,1.17971,0.95166,0.80488,0.80812,0.6361,0.87556,0.40645,1.28148,0.00068815,0.00068815,0.00068815
128,6518.8,0.84375,0.56871,1.18097,0.95842,0.80749,0.8056,0.62873,0.85563,0.39882,1.27319,0.000685675,0.000685675,0.000685675
129,6571.79,0.85045,0.55815,1.17826,0.95888,0.80974,0.80768,0.63252,0.85811,0.39583,1.27061,0.0006832,0.0006832,0.0006832
130,6625.44,0.85262,0.56792,1.17586,0.96794,0.81081,0.81166,0.63205,0.86911,0.39062,1.27843,0.000680725,0.000680725,0.000680725
131,6678.81,0.84201,0.562,1.17771,0.96615,0.81016,0.81225,0.63816,0.84688,0.38404,1.2527,0.00067825,0.00067825,0.00067825
132,6732.63,0.85065,0.56489,1.17688,0.96058,0.80869,0.81209,0.63707,0.85086,0.39189,1.26463,0.000675775,0.000675775,0.000675775
133,6786.93,0.85164,0.56436,1.17298,0.96804,0.80222,0.80902,0.63069,0.87719,0.40254,1.29126,0.0006733,0.0006733,0.0006733
134,6840.41,0.86304,0.55467,1.18331,0.96355,0.79948,0.8092,0.63408,0.86041,0.39434,1.26923,0.000670825,0.000670825,0.000670825
135,6895.03,0.862,0.56842,1.18151,0.96184,0.80536,0.80869,0.63405,0.85155,0.41506,1.26699,0.00066835,0.00066835,0.00066835
136,6953.02,0.84409,0.55166,1.17268,0.96976,0.80674,0.81107,0.62947,0.88393,0.40096,1.27993,0.000665875,0.000665875,0.000665875
137,7003.32,0.84757,0.55193,1.17688,0.95988,0.80634,0.81175,0.63412,0.86461,0.40243,1.28266,0.0006634,0.0006634,0.0006634
138,7053.18,0.83985,0.56003,1.1619,0.96154,0.81451,0.81082,0.63846,0.8414,0.40177,1.25922,0.000660925,0.000660925,0.000660925
139,7103.02,0.85849,0.566,1.17162,0.95828,0.80668,0.81344,0.6368,0.86663,0.39202,1.27375,0.00065845,0.00065845,0.00065845
140,7153.09,0.8353,0.55621,1.16425,0.96351,0.80685,0.8153,0.64359,0.85521,0.38308,1.26735,0.000655975,0.000655975,0.000655975
141,7204.15,0.83252,0.54515,1.16055,0.95804,0.80834,0.81271,0.63639,0.87628,0.39139,1.28054,0.0006535,0.0006535,0.0006535
142,7254.76,0.82361,0.5397,1.1631,0.96504,0.81053,0.81112,0.63955,0.87819,0.40247,1.27812,0.000651025,0.000651025,0.000651025
143,7304.48,0.83871,0.54963,1.16681,0.96354,0.81348,0.81139,0.63359,0.86282,0.3954,1.26669,0.00064855,0.00064855,0.00064855
144,7354.68,0.81554,0.52815,1.15657,0.95696,0.81459,0.80696,0.63447,0.85708,0.39137,1.26962,0.000646075,0.000646075,0.000646075
145,7404.65,0.82653,0.52574,1.15621,0.96607,0.80648,0.81128,0.63921,0.86478,0.39601,1.27368,0.0006436,0.0006436,0.0006436
146,7454.53,0.83938,0.55067,1.16632,0.79545,0.81378,0.81097,0.64078,0.85903,0.39285,1.27845,0.000641125,0.000641125,0.000641125
147,7504.33,0.83099,0.54783,1.1619,0.96191,0.80949,0.81162,0.63611,0.85884,0.39463,1.26714,0.00063865,0.00063865,0.00063865
148,7554.2,0.81081,0.53337,1.14537,0.95891,0.81089,0.81267,0.63741,0.86208,0.39392,1.2815,0.000636175,0.000636175,0.000636175
149,7604.19,0.81621,0.53287,1.14961,0.96243,0.80724,0.81148,0.64018,0.86839,0.3877,1.27538,0.0006337,0.0006337,0.0006337
150,7653.92,0.82999,0.54376,1.16375,0.95946,0.81307,0.81163,0.63884,0.85486,0.39121,1.26102,0.000631225,0.000631225,0.000631225
151,7704.43,0.8173,0.53968,1.16022,0.96456,0.81146,0.8121,0.64237,0.85064,0.38635,1.25966,0.00062875,0.00062875,0.00062875
152,7754.81,0.81293,0.53747,1.14913,0.957,0.81078,0.81035,0.63658,0.85146,0.39797,1.25853,0.000626275,0.000626275,0.000626275
153,7804.52,0.79499,0.52878,1.14358,0.96278,0.81719,0.81163,0.63346,0.87532,0.39186,1.26738,0.0006238,0.0006238,0.0006238
154,7854.44,0.82896,0.52983,1.16124,0.95727,0.81306,0.80888,0.63156,0.8843,0.40072,1.27114,0.000621325,0.000621325,0.000621325
155,7904.18,0.82547,0.53176,1.15848,0.9558,0.80974,0.81221,0.64071,0.85873,0.38988,1.25647,0.00061885,0.00061885,0.00061885
156,7953.83,0.80139,0.52563,1.14956,0.7856,0.81008,0.80821,0.63325,0.85661,0.39831,1.27897,0.000616375,0.000616375,0.000616375
157,8003.99,0.80503,0.50402,1.14933,0.96175,0.81161,0.81154,0.63951,0.86193,0.38301,1.2726,0.0006139,0.0006139,0.0006139
158,8054.22,0.82526,0.53133,1.15362,0.96598,0.81294,0.81336,0.64187,0.8683,0.37942,1.28291,0.000611425,0.000611425,0.000611425
159,8104.27,0.79622,0.51454,1.14555,0.96407,0.81523,0.81118,0.63908,0.86075,0.38099,1.26388,0.00060895,0.00060895,0.00060895
160,8154.04,0.80301,0.53814,1.14381,0.96501,0.81634,0.81117,0.63888,0.84529,0.37842,1.26341,0.000606475,0.000606475,0.000606475
161,8203.91,0.80899,0.52251,1.15546,0.96135,0.81547,0.8043,0.63711,0.84614,0.38289,1.26791,0.000604,0.000604,0.000604
162,8253.68,0.82153,0.54537,1.16765,0.96452,0.81527,0.80576,0.63711,0.86195,0.39609,1.26711,0.000601525,0.000601525,0.000601525
163,8303.55,0.78187,0.51079,1.13357,0.96033,0.81038,0.80518,0.63685,0.86686,0.38612,1.27975,0.00059905,0.00059905,0.00059905
164,8353.19,0.82603,0.51527,1.16131,0.96287,0.80808,0.80381,0.6337,0.86261,0.3874,1.28481,0.000596575,0.000596575,0.000596575
165,8403.1,0.818,0.53226,1.14821,0.96235,0.80498,0.80551,0.63861,0.84722,0.38323,1.27148,0.0005941,0.0005941,0.0005941
166,8452.95,0.8008,0.50445,1.14151,0.96039,0.81411,0.8077,0.63856,0.86422,0.38212,1.28694,0.000591625,0.000591625,0.000591625
167,8503.62,0.8139,0.53636,1.15805,0.95462,0.81288,0.80273,0.63017,0.86558,0.39173,1.28493,0.00058915,0.00058915,0.00058915
168,8553.57,0.79221,0.51356,1.1535,0.96256,0.80797,0.80526,0.63502,0.84826,0.38027,1.26485,0.000586675,0.000586675,0.000586675
169,8603.61,0.80112,0.50739,1.14355,0.80078,0.81508,0.80177,0.63509,0.87091,0.38945,1.29098,0.0005842,0.0005842,0.0005842
170,8653.82,0.81926,0.51148,1.14042,0.96017,0.81378,0.80639,0.63052,0.88636,0.38964,1.29181,0.000581725,0.000581725,0.000581725
171,8703.51,0.7949,0.51547,1.13829,0.96472,0.80828,0.808,0.63082,0.88032,0.38744,1.28534,0.00057925,0.00057925,0.00057925
172,8753.43,0.78936,0.52331,1.13842,0.96534,0.81223,0.80534,0.63069,0.87316,0.39481,1.28401,0.000576775,0.000576775,0.000576775
173,8803.33,0.81394,0.51982,1.1501,0.95565,0.81165,0.80936,0.635,0.87044,0.38837,1.27406,0.0005743,0.0005743,0.0005743
174,8853.26,0.81578,0.51823,1.15032,0.96086,0.81077,0.80839,0.63391,0.86266,0.38256,1.27501,0.000571825,0.000571825,0.000571825
175,8903.06,0.80386,0.52155,1.14732,0.95877,0.79501,0.79826,0.63255,0.86955,0.39356,1.27513,0.00056935,0.00056935,0.00056935
176,8952.97,0.79694,0.50444,1.13948,0.95843,0.8167,0.80558,0.64213,0.86002,0.37836,1.2631,0.000566875,0.000566875,0.000566875
177,9002.74,0.8094,0.51872,1.14307,0.96172,0.81726,0.80759,0.64097,0.86223,0.37917,1.27825,0.0005644,0.0005644,0.0005644
178,9052.45,0.79272,0.50255,1.14158,0.792,0.8153,0.80744,0.63466,0.86849,0.38874,1.266,0.000561925,0.000561925,0.000561925
179,9102.23,0.77897,0.49392,1.12502,0.96235,0.81312,0.80698,0.63821,0.86861,0.3856,1.26621,0.00055945,0.00055945,0.00055945
180,9152.28,0.78829,0.49944,1.1338,0.96307,0.80474,0.80863,0.6406,0.83936,0.37891,1.24677,0.000556975,0.000556975,0.000556975
181,9202.16,0.78201,0.49668,1.13659,0.96581,0.80507,0.80876,0.64199,0.86267,0.37894,1.27533,0.0005545,0.0005545,0.0005545
182,9252.85,0.78169,0.48921,1.12508,0.96159,0.80919,0.80745,0.64198,0.86067,0.38502,1.27219,0.000552025,0.000552025,0.000552025
183,9302.82,0.79493,0.50332,1.14106,0.95734,0.80733,0.81009,0.64179,0.87319,0.38784,1.27406,0.00054955,0.00054955,0.00054955
184,9352.73,0.77203,0.47771,1.13293,0.96214,0.80757,0.80854,0.64311,0.85158,0.38615,1.25516,0.000547075,0.000547075,0.000547075
